date,traffic,page_name
2019-04-10,463.0,Back to the Future (Japanese Wikipedia)
2019-04-11,363.0,Back to the Future (Japanese Wikipedia)
2019-04-12,368.0,Back to the Future (Japanese Wikipedia)
2019-04-13,309.0,Back to the Future (Japanese Wikipedia)
2019-04-14,349.0,Back to the Future (Japanese Wikipedia)
2019-04-15,378.0,Back to the Future (Japanese Wikipedia)
2019-04-16,380.0,Back to the Future (Japanese Wikipedia)
2019-04-17,404.0,Back to the Future (Japanese Wikipedia)
2019-04-18,306.0,Back to the Future (Japanese Wikipedia)
2019-04-19,333.0,Back to the Future (Japanese Wikipedia)
2019-04-20,314.0,Back to the Future (Japanese Wikipedia)
2019-04-21,288.0,Back to the Future (Japanese Wikipedia)
2019-04-22,350.0,Back to the Future (Japanese Wikipedia)
2019-04-23,376.0,Back to the Future (Japanese Wikipedia)
2019-04-24,374.0,Back to the Future (Japanese Wikipedia)
2019-04-25,386.0,Back to the Future (Japanese Wikipedia)
2019-04-26,297.0,Back to the Future (Japanese Wikipedia)
2019-04-27,318.0,Back to the Future (Japanese Wikipedia)
2019-04-28,286.0,Back to the Future (Japanese Wikipedia)
2019-04-29,371.0,Back to the Future (Japanese Wikipedia)
2019-04-30,497.0,Back to the Future (Japanese Wikipedia)
2019-05-01,357.0,Back to the Future (Japanese Wikipedia)
2019-05-02,318.0,Back to the Future (Japanese Wikipedia)
2019-05-03,376.0,Back to the Future (Japanese Wikipedia)
2019-05-04,385.0,Back to the Future (Japanese Wikipedia)
2019-05-05,415.0,Back to the Future (Japanese Wikipedia)
2019-05-06,383.0,Back to the Future (Japanese Wikipedia)
2019-05-07,514.0,Back to the Future (Japanese Wikipedia)
2019-05-08,354.0,Back to the Future (Japanese Wikipedia)
2019-05-09,355.0,Back to the Future (Japanese Wikipedia)
2019-05-10,337.0,Back to the Future (Japanese Wikipedia)
2019-05-11,334.0,Back to the Future (Japanese Wikipedia)
2019-05-12,297.0,Back to the Future (Japanese Wikipedia)
2019-05-13,425.0,Back to the Future (Japanese Wikipedia)
2019-05-14,357.0,Back to the Future (Japanese Wikipedia)
2019-05-15,357.0,Back to the Future (Japanese Wikipedia)
2019-05-16,423.0,Back to the Future (Japanese Wikipedia)
2019-05-17,320.0,Back to the Future (Japanese Wikipedia)
2019-05-18,342.0,Back to the Future (Japanese Wikipedia)
2019-05-19,331.0,Back to the Future (Japanese Wikipedia)
2019-05-20,346.0,Back to the Future (Japanese Wikipedia)
2019-05-21,401.0,Back to the Future (Japanese Wikipedia)
2019-05-22,332.0,Back to the Future (Japanese Wikipedia)
2019-05-23,370.0,Back to the Future (Japanese Wikipedia)
2019-05-24,385.0,Back to the Future (Japanese Wikipedia)
2019-05-25,400.0,Back to the Future (Japanese Wikipedia)
2019-05-26,256.0,Back to the Future (Japanese Wikipedia)
2019-05-27,341.0,Back to the Future (Japanese Wikipedia)
2019-05-28,395.0,Back to the Future (Japanese Wikipedia)
2019-05-29,397.0,Back to the Future (Japanese Wikipedia)
2019-05-30,339.0,Back to the Future (Japanese Wikipedia)
2019-05-31,351.0,Back to the Future (Japanese Wikipedia)
2019-06-01,294.0,Back to the Future (Japanese Wikipedia)
2019-06-02,312.0,Back to the Future (Japanese Wikipedia)
2019-06-03,345.0,Back to the Future (Japanese Wikipedia)
2019-06-04,343.0,Back to the Future (Japanese Wikipedia)
2019-06-05,385.0,Back to the Future (Japanese Wikipedia)
2019-06-06,298.0,Back to the Future (Japanese Wikipedia)
2019-06-07,408.0,Back to the Future (Japanese Wikipedia)
2019-06-08,375.0,Back to the Future (Japanese Wikipedia)
2019-06-09,328.0,Back to the Future (Japanese Wikipedia)
2019-06-10,387.0,Back to the Future (Japanese Wikipedia)
2019-06-11,307.0,Back to the Future (Japanese Wikipedia)
2019-06-12,375.0,Back to the Future (Japanese Wikipedia)
2019-06-13,342.0,Back to the Future (Japanese Wikipedia)
2019-06-14,359.0,Back to the Future (Japanese Wikipedia)
2019-06-15,320.0,Back to the Future (Japanese Wikipedia)
2019-06-16,314.0,Back to the Future (Japanese Wikipedia)
2019-06-17,344.0,Back to the Future (Japanese Wikipedia)
2019-06-18,267.0,Back to the Future (Japanese Wikipedia)
2019-06-19,334.0,Back to the Future (Japanese Wikipedia)
2019-06-20,365.0,Back to the Future (Japanese Wikipedia)
2019-06-21,427.0,Back to the Future (Japanese Wikipedia)
2019-06-22,326.0,Back to the Future (Japanese Wikipedia)
2019-06-23,363.0,Back to the Future (Japanese Wikipedia)
2019-06-24,384.0,Back to the Future (Japanese Wikipedia)
2019-06-25,288.0,Back to the Future (Japanese Wikipedia)
2019-06-26,288.0,Back to the Future (Japanese Wikipedia)
2019-06-27,390.0,Back to the Future (Japanese Wikipedia)
2019-06-28,368.0,Back to the Future (Japanese Wikipedia)
2019-06-29,265.0,Back to the Future (Japanese Wikipedia)
2019-06-30,351.0,Back to the Future (Japanese Wikipedia)
2019-07-01,356.0,Back to the Future (Japanese Wikipedia)
2019-07-02,428.0,Back to the Future (Japanese Wikipedia)
2019-07-03,477.0,Back to the Future (Japanese Wikipedia)
2019-07-04,369.0,Back to the Future (Japanese Wikipedia)
2019-07-05,423.0,Back to the Future (Japanese Wikipedia)
2019-07-06,303.0,Back to the Future (Japanese Wikipedia)
2019-07-07,288.0,Back to the Future (Japanese Wikipedia)
2019-07-08,345.0,Back to the Future (Japanese Wikipedia)
2019-07-09,350.0,Back to the Future (Japanese Wikipedia)
2019-07-10,309.0,Back to the Future (Japanese Wikipedia)
2019-07-11,325.0,Back to the Future (Japanese Wikipedia)
2019-07-12,332.0,Back to the Future (Japanese Wikipedia)
2019-07-13,284.0,Back to the Future (Japanese Wikipedia)
2019-07-14,329.0,Back to the Future (Japanese Wikipedia)
2019-07-15,296.0,Back to the Future (Japanese Wikipedia)
2019-07-16,431.0,Back to the Future (Japanese Wikipedia)
2019-07-17,298.0,Back to the Future (Japanese Wikipedia)
2019-07-18,333.0,Back to the Future (Japanese Wikipedia)
2019-07-19,314.0,Back to the Future (Japanese Wikipedia)
2019-07-20,383.0,Back to the Future (Japanese Wikipedia)
2019-07-21,242.0,Back to the Future (Japanese Wikipedia)
2019-07-22,334.0,Back to the Future (Japanese Wikipedia)
2019-07-23,290.0,Back to the Future (Japanese Wikipedia)
2019-07-24,294.0,Back to the Future (Japanese Wikipedia)
2019-07-25,353.0,Back to the Future (Japanese Wikipedia)
2019-07-26,327.0,Back to the Future (Japanese Wikipedia)
2019-07-27,345.0,Back to the Future (Japanese Wikipedia)
2019-07-28,334.0,Back to the Future (Japanese Wikipedia)
2019-07-29,292.0,Back to the Future (Japanese Wikipedia)
2019-07-30,353.0,Back to the Future (Japanese Wikipedia)
2019-07-31,352.0,Back to the Future (Japanese Wikipedia)
2019-08-01,398.0,Back to the Future (Japanese Wikipedia)
2019-08-02,407.0,Back to the Future (Japanese Wikipedia)
2019-08-03,277.0,Back to the Future (Japanese Wikipedia)
2019-08-04,243.0,Back to the Future (Japanese Wikipedia)
2019-08-05,376.0,Back to the Future (Japanese Wikipedia)
2019-08-06,281.0,Back to the Future (Japanese Wikipedia)
2019-08-07,309.0,Back to the Future (Japanese Wikipedia)
2019-08-08,310.0,Back to the Future (Japanese Wikipedia)
2019-08-09,232.0,Back to the Future (Japanese Wikipedia)
2019-08-10,267.0,Back to the Future (Japanese Wikipedia)
2019-08-11,249.0,Back to the Future (Japanese Wikipedia)
2019-08-12,273.0,Back to the Future (Japanese Wikipedia)
2019-08-13,250.0,Back to the Future (Japanese Wikipedia)
2019-08-14,293.0,Back to the Future (Japanese Wikipedia)
2019-08-15,312.0,Back to the Future (Japanese Wikipedia)
2019-08-16,293.0,Back to the Future (Japanese Wikipedia)
2019-08-17,277.0,Back to the Future (Japanese Wikipedia)
2019-08-18,251.0,Back to the Future (Japanese Wikipedia)
2019-08-19,276.0,Back to the Future (Japanese Wikipedia)
2019-08-20,379.0,Back to the Future (Japanese Wikipedia)
2019-08-21,307.0,Back to the Future (Japanese Wikipedia)
2019-08-22,299.0,Back to the Future (Japanese Wikipedia)
2019-08-23,318.0,Back to the Future (Japanese Wikipedia)
2019-08-24,297.0,Back to the Future (Japanese Wikipedia)
2019-08-25,251.0,Back to the Future (Japanese Wikipedia)
2019-08-26,307.0,Back to the Future (Japanese Wikipedia)
2019-08-27,412.0,Back to the Future (Japanese Wikipedia)
2019-08-28,356.0,Back to the Future (Japanese Wikipedia)
2019-08-29,321.0,Back to the Future (Japanese Wikipedia)
2019-08-30,327.0,Back to the Future (Japanese Wikipedia)
2019-08-31,323.0,Back to the Future (Japanese Wikipedia)
2019-09-01,288.0,Back to the Future (Japanese Wikipedia)
2019-09-02,291.0,Back to the Future (Japanese Wikipedia)
2019-09-03,331.0,Back to the Future (Japanese Wikipedia)
2019-09-04,333.0,Back to the Future (Japanese Wikipedia)
2019-09-05,299.0,Back to the Future (Japanese Wikipedia)
2019-09-06,322.0,Back to the Future (Japanese Wikipedia)
2019-09-07,286.0,Back to the Future (Japanese Wikipedia)
2019-09-08,269.0,Back to the Future (Japanese Wikipedia)
2019-09-09,2694.0,Back to the Future (Japanese Wikipedia)
2019-09-10,1294.0,Back to the Future (Japanese Wikipedia)
2019-09-11,628.0,Back to the Future (Japanese Wikipedia)
2019-09-12,636.0,Back to the Future (Japanese Wikipedia)
2019-09-13,471.0,Back to the Future (Japanese Wikipedia)
2019-09-14,425.0,Back to the Future (Japanese Wikipedia)
2019-09-15,459.0,Back to the Future (Japanese Wikipedia)
2019-09-16,1709.0,Back to the Future (Japanese Wikipedia)
2019-09-17,1042.0,Back to the Future (Japanese Wikipedia)
2019-09-18,616.0,Back to the Future (Japanese Wikipedia)
2019-09-19,495.0,Back to the Future (Japanese Wikipedia)
2019-09-20,466.0,Back to the Future (Japanese Wikipedia)
2019-09-21,430.0,Back to the Future (Japanese Wikipedia)
2019-09-22,464.0,Back to the Future (Japanese Wikipedia)
2019-09-23,2399.0,Back to the Future (Japanese Wikipedia)
2019-09-24,1273.0,Back to the Future (Japanese Wikipedia)
2019-09-25,709.0,Back to the Future (Japanese Wikipedia)
2019-09-26,656.0,Back to the Future (Japanese Wikipedia)
2019-09-27,544.0,Back to the Future (Japanese Wikipedia)
2019-09-28,502.0,Back to the Future (Japanese Wikipedia)
2019-09-29,459.0,Back to the Future (Japanese Wikipedia)
2019-09-30,397.0,Back to the Future (Japanese Wikipedia)
2019-10-01,408.0,Back to the Future (Japanese Wikipedia)
2019-10-02,423.0,Back to the Future (Japanese Wikipedia)
2019-10-03,444.0,Back to the Future (Japanese Wikipedia)
2019-10-04,499.0,Back to the Future (Japanese Wikipedia)
2019-10-05,349.0,Back to the Future (Japanese Wikipedia)
2019-10-06,446.0,Back to the Future (Japanese Wikipedia)
2019-10-07,425.0,Back to the Future (Japanese Wikipedia)
2019-10-08,496.0,Back to the Future (Japanese Wikipedia)
2019-10-09,429.0,Back to the Future (Japanese Wikipedia)
2019-10-10,430.0,Back to the Future (Japanese Wikipedia)
2019-10-11,392.0,Back to the Future (Japanese Wikipedia)
2019-10-12,495.0,Back to the Future (Japanese Wikipedia)
2019-10-13,455.0,Back to the Future (Japanese Wikipedia)
2019-10-14,398.0,Back to the Future (Japanese Wikipedia)
2019-10-15,363.0,Back to the Future (Japanese Wikipedia)
2019-10-16,380.0,Back to the Future (Japanese Wikipedia)
2019-10-17,428.0,Back to the Future (Japanese Wikipedia)
2019-10-18,538.0,Back to the Future (Japanese Wikipedia)
2019-10-19,401.0,Back to the Future (Japanese Wikipedia)
2019-10-20,358.0,Back to the Future (Japanese Wikipedia)
2019-10-21,561.0,Back to the Future (Japanese Wikipedia)
2019-10-22,434.0,Back to the Future (Japanese Wikipedia)
2019-10-23,505.0,Back to the Future (Japanese Wikipedia)
2019-10-24,534.0,Back to the Future (Japanese Wikipedia)
2019-10-25,615.0,Back to the Future (Japanese Wikipedia)
2019-10-26,667.0,Back to the Future (Japanese Wikipedia)
2019-10-27,585.0,Back to the Future (Japanese Wikipedia)
2019-10-28,576.0,Back to the Future (Japanese Wikipedia)
2019-10-29,561.0,Back to the Future (Japanese Wikipedia)
2019-10-30,466.0,Back to the Future (Japanese Wikipedia)
2019-10-31,490.0,Back to the Future (Japanese Wikipedia)
2019-11-01,450.0,Back to the Future (Japanese Wikipedia)
2019-11-02,488.0,Back to the Future (Japanese Wikipedia)
2019-11-03,570.0,Back to the Future (Japanese Wikipedia)
2019-11-04,519.0,Back to the Future (Japanese Wikipedia)
2019-11-05,519.0,Back to the Future (Japanese Wikipedia)
2019-11-06,541.0,Back to the Future (Japanese Wikipedia)
2019-11-07,444.0,Back to the Future (Japanese Wikipedia)
2019-11-08,454.0,Back to the Future (Japanese Wikipedia)
2019-11-09,510.0,Back to the Future (Japanese Wikipedia)
2019-11-10,396.0,Back to the Future (Japanese Wikipedia)
2019-11-11,474.0,Back to the Future (Japanese Wikipedia)
2019-11-12,499.0,Back to the Future (Japanese Wikipedia)
2019-11-13,383.0,Back to the Future (Japanese Wikipedia)
2019-11-14,381.0,Back to the Future (Japanese Wikipedia)
2019-11-15,416.0,Back to the Future (Japanese Wikipedia)
2019-11-16,418.0,Back to the Future (Japanese Wikipedia)
2019-11-17,380.0,Back to the Future (Japanese Wikipedia)
2019-11-18,554.0,Back to the Future (Japanese Wikipedia)
2019-11-19,473.0,Back to the Future (Japanese Wikipedia)
2019-11-20,475.0,Back to the Future (Japanese Wikipedia)
2019-11-21,527.0,Back to the Future (Japanese Wikipedia)
2019-11-22,467.0,Back to the Future (Japanese Wikipedia)
2019-11-23,417.0,Back to the Future (Japanese Wikipedia)
2019-11-24,442.0,Back to the Future (Japanese Wikipedia)
2019-11-25,425.0,Back to the Future (Japanese Wikipedia)
2019-11-26,394.0,Back to the Future (Japanese Wikipedia)
2019-11-27,475.0,Back to the Future (Japanese Wikipedia)
2019-11-28,344.0,Back to the Future (Japanese Wikipedia)
2019-11-29,528.0,Back to the Future (Japanese Wikipedia)
2019-11-30,399.0,Back to the Future (Japanese Wikipedia)
2019-12-01,522.0,Back to the Future (Japanese Wikipedia)
2019-12-02,435.0,Back to the Future (Japanese Wikipedia)
2019-12-03,408.0,Back to the Future (Japanese Wikipedia)
2019-12-04,378.0,Back to the Future (Japanese Wikipedia)
2019-12-05,428.0,Back to the Future (Japanese Wikipedia)
2019-12-06,401.0,Back to the Future (Japanese Wikipedia)
2019-12-07,414.0,Back to the Future (Japanese Wikipedia)
2019-12-08,404.0,Back to the Future (Japanese Wikipedia)
2019-12-09,370.0,Back to the Future (Japanese Wikipedia)
2019-12-10,431.0,Back to the Future (Japanese Wikipedia)
2019-12-11,349.0,Back to the Future (Japanese Wikipedia)
2019-12-12,489.0,Back to the Future (Japanese Wikipedia)
2019-12-13,492.0,Back to the Future (Japanese Wikipedia)
2019-12-14,417.0,Back to the Future (Japanese Wikipedia)
2019-12-15,359.0,Back to the Future (Japanese Wikipedia)
2019-12-16,420.0,Back to the Future (Japanese Wikipedia)
2019-12-17,436.0,Back to the Future (Japanese Wikipedia)
2019-12-18,418.0,Back to the Future (Japanese Wikipedia)
2019-12-19,482.0,Back to the Future (Japanese Wikipedia)
2019-12-20,423.0,Back to the Future (Japanese Wikipedia)
2019-12-21,1083.0,Back to the Future (Japanese Wikipedia)
2019-12-22,527.0,Back to the Future (Japanese Wikipedia)
2019-12-23,592.0,Back to the Future (Japanese Wikipedia)
2019-12-24,497.0,Back to the Future (Japanese Wikipedia)
2019-12-25,470.0,Back to the Future (Japanese Wikipedia)
2019-12-26,502.0,Back to the Future (Japanese Wikipedia)
2019-12-27,535.0,Back to the Future (Japanese Wikipedia)
2019-12-28,478.0,Back to the Future (Japanese Wikipedia)
2019-12-29,502.0,Back to the Future (Japanese Wikipedia)
2019-12-30,2007.0,Back to the Future (Japanese Wikipedia)
2019-12-31,1336.0,Back to the Future (Japanese Wikipedia)
